
Detailed
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
451.792,387.63,1477,µm,Spot,Position,1,396033,
998.184,446.463,1477.62,µm,Spot,Position,1,396070,
1027.29,443.106,1418,µm,Spot,Position,1,396074,
1120.06,427.36,1420.56,µm,Spot,Position,1,396075,
1151.25,441.662,1418,µm,Spot,Position,1,396077,
1184.69,462.074,1418,µm,Spot,Position,1,396078,
1155.75,459.494,1437.55,µm,Spot,Position,1,396080,
1184.92,477.404,1446.16,µm,Spot,Position,1,396081,
1184.5,495.735,1450.17,µm,Spot,Position,1,396082,
1130.07,469.599,1453.58,µm,Spot,Position,1,396083,
1131.38,490.22,1461.19,µm,Spot,Position,1,396084,
1278.59,494.812,1431.79,µm,Spot,Position,1,396091,
623.075,529.434,1461.06,µm,Spot,Position,1,396117,
676.534,584.809,1455.64,µm,Spot,Position,1,396120,
1197.4,506.864,1418,µm,Spot,Position,1,396144,
1182.63,524.22,1418,µm,Spot,Position,1,396146,
1222.71,524.462,1458.83,µm,Spot,Position,1,396149,
1321.37,535.122,1418,µm,Spot,Position,1,396154,
1347.87,546.865,1418,µm,Spot,Position,1,396155,
1282.57,572.296,1467.69,µm,Spot,Position,1,396159,
1268.57,622.744,1470.18,µm,Spot,Position,1,396160,
749.359,635.781,1418,µm,Spot,Position,1,396196,
849.18,739.103,1418,µm,Spot,Position,1,396202,
859.026,747.412,1474.29,µm,Spot,Position,1,396204,
926.924,707.788,1418,µm,Spot,Position,1,396207,
914.076,731.454,1418,µm,Spot,Position,1,396208,
894.191,682.973,1457.08,µm,Spot,Position,1,396210,
1244.94,674.257,1449.22,µm,Spot,Position,1,396222,
1359.72,655.539,1418,µm,Spot,Position,1,396225,
1291.59,668.801,1418,µm,Spot,Position,1,396226,
1340.1,642.013,1451.61,µm,Spot,Position,1,396230,
1289.49,632.706,1458.62,µm,Spot,Position,1,396232,
1336.62,673.32,1472.85,µm,Spot,Position,1,396233,
1378.43,660.092,1418,µm,Spot,Position,1,396234,
1393.21,680.772,1450,µm,Spot,Position,1,396236,
1394.39,675.107,1473.94,µm,Spot,Position,1,396238,
834.417,762.945,1470.88,µm,Spot,Position,1,396275,
956.194,805.876,1454.39,µm,Spot,Position,1,396281,
1250.04,834.709,1438.8,µm,Spot,Position,1,396298,
1382.27,856.585,1418,µm,Spot,Position,1,396302,
1125.16,1191.69,1437.96,µm,Spot,Position,1,396473,
1122.14,1191.77,1469.08,µm,Spot,Position,1,396476,
1232.71,1155.93,1418,µm,Spot,Position,1,396479,
1164.62,1189.38,1418,µm,Spot,Position,1,396480,
1201.84,1190.09,1418,µm,Spot,Position,1,396481,
1147.95,1190.75,1434.49,µm,Spot,Position,1,396482,
1270.74,1210.35,1418,µm,Spot,Position,1,396488,
1311.66,1221.93,1418,µm,Spot,Position,1,396489,
1311.69,1149.4,1425.17,µm,Spot,Position,1,396490,
1351.52,1230.12,1427.46,µm,Spot,Position,1,396491,
1272.92,1213.96,1456.95,µm,Spot,Position,1,396492,
1228.93,1330.47,1418,µm,Spot,Position,1,396549,
1311.73,1238.54,1474.45,µm,Spot,Position,1,396558,
1125.69,1398.86,1471.55,µm,Spot,Position,1,396607,
1258.25,1414.37,1445.01,µm,Spot,Position,1,396618,
1314.06,1422.05,1462.5,µm,Spot,Position,1,396622,
830.36,1593.95,1418,µm,Spot,Position,1,396692,
1357.88,1593.95,1457.44,µm,Spot,Position,1,396696,
1413.04,1593.95,1418,µm,Spot,Position,1,396697,
1070.02,408.433,1481.53,µm,Spot,Position,1,396733,
1031.42,395.679,1485.94,µm,Spot,Position,1,396734,
1093.03,497.181,1484.96,µm,Spot,Position,1,396735,
627.077,560.716,1483.22,µm,Spot,Position,1,396766,
926.504,585.629,1533.23,µm,Spot,Position,1,396781,
