
Detailed
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
593.546,83.3711,2342,µm,Spot,Position,1,0,
585,60.1515,2364.7,µm,Spot,Position,1,1,
511.203,71.0962,2385.78,µm,Spot,Position,1,2,
567.954,196.715,2360.32,µm,Spot,Position,1,3,
533.007,129.646,2388.59,µm,Spot,Position,1,4,
555.351,171.754,2389.54,µm,Spot,Position,1,5,
592.972,186.293,2390.9,µm,Spot,Position,1,6,
548.196,145.256,2395.61,µm,Spot,Position,1,7,
541.032,146.486,2395.15,µm,Spot,Position,1,8,
555.415,162.299,2402.53,µm,Spot,Position,1,9,
643.321,141.036,2345.65,µm,Spot,Position,1,10,
617.453,206.251,2367.06,µm,Spot,Position,1,11,
617.291,206.995,2380.48,µm,Spot,Position,1,12,
636.136,215.83,2382.93,µm,Spot,Position,1,13,
703.632,192.986,2397.26,µm,Spot,Position,1,14,
603.425,298.288,2350.23,µm,Spot,Position,1,15,
578.29,272.8,2369.6,µm,Spot,Position,1,16,
612.534,307.463,2342,µm,Spot,Position,1,17,
629.589,306.669,2367.92,µm,Spot,Position,1,18,
675.636,260.99,2371.82,µm,Spot,Position,1,19,
683.057,260.428,2373.26,µm,Spot,Position,1,20,
632.962,318.989,2372.38,µm,Spot,Position,1,21,
718.795,285.505,2388.92,µm,Spot,Position,1,22,
725.404,293.944,2389.07,µm,Spot,Position,1,23,
631.931,345.514,2390.45,µm,Spot,Position,1,24,
707.877,309.821,2393.14,µm,Spot,Position,1,25,
711.302,322.953,2395.31,µm,Spot,Position,1,26,
735.577,339.32,2395.46,µm,Spot,Position,1,27,
588.779,433.831,2345.9,µm,Spot,Position,1,28,
597.842,437.936,2357.67,µm,Spot,Position,1,29,
569.914,399.383,2374.17,µm,Spot,Position,1,30,
722.133,482.645,2357.16,µm,Spot,Position,1,31,
626.801,456.607,2381.54,µm,Spot,Position,1,32,
625.33,384.097,2387,µm,Spot,Position,1,33,
630.961,447.258,2393.58,µm,Spot,Position,1,34,
635.367,451.864,2396.78,µm,Spot,Position,1,35,
800.781,466.142,2345.66,µm,Spot,Position,1,36,
741.552,381.819,2354.76,µm,Spot,Position,1,37,
753.424,388.832,2355.31,µm,Spot,Position,1,38,
812.467,447.024,2362.38,µm,Spot,Position,1,39,
