
Detailed
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
734.584,-435.753,189.081,µm,Spot,Position,1,0,
788.711,-281.736,182.961,µm,Spot,Position,1,1,
700.48,-157.986,182.732,µm,Spot,Position,1,2,
677.922,-149.337,183.317,µm,Spot,Position,1,3,
799.942,-148.206,174.34,µm,Spot,Position,1,4,
922.107,-205.076,179.412,µm,Spot,Position,1,5,
1147.06,-165.354,171.235,µm,Spot,Position,1,6,
1167.41,-183.542,174.168,µm,Spot,Position,1,7,
1159.85,-158.634,178.644,µm,Spot,Position,1,8,
1149.61,-154.926,177.078,µm,Spot,Position,1,9,
1119.82,-165.172,185.501,µm,Spot,Position,1,10,
1312.4,-151.517,179.402,µm,Spot,Position,1,11,
780.015,-68.091,170.749,µm,Spot,Position,1,12,
759.391,8.75747,175.165,µm,Spot,Position,1,13,
828.192,-79.0536,181.985,µm,Spot,Position,1,14,
1032.14,-81.861,174.225,µm,Spot,Position,1,15,
1148.06,-87.9152,180.931,µm,Spot,Position,1,16,
1160.05,-77.8622,181.71,µm,Spot,Position,1,17,
705.665,43.6807,174.074,µm,Spot,Position,1,18,
849.547,67.9763,184.521,µm,Spot,Position,1,19,
684.278,200.071,185.796,µm,Spot,Position,1,20,
764.455,162.65,170.658,µm,Spot,Position,1,21,
755.968,184.896,171.602,µm,Spot,Position,1,22,
784.186,130.121,189.57,µm,Spot,Position,1,23,
804.706,166.856,190.234,µm,Spot,Position,1,24,
702.638,286.581,187.124,µm,Spot,Position,1,25,
683.66,402.322,171.83,µm,Spot,Position,1,26,
703.13,425.739,180.478,µm,Spot,Position,1,27,
820.233,461.504,177.545,µm,Spot,Position,1,28,
893.336,395.48,186.972,µm,Spot,Position,1,29,
733.063,554.254,181.579,µm,Spot,Position,1,30,
716.632,548.656,190.34,µm,Spot,Position,1,31,
827.44,544.65,170.806,µm,Spot,Position,1,32,
858.042,533.317,185.679,µm,Spot,Position,1,33,
885.452,502.499,178.992,µm,Spot,Position,1,34,
894.045,518.303,177.604,µm,Spot,Position,1,35,
885.838,522.184,177.523,µm,Spot,Position,1,36,
903.929,512.806,180.806,µm,Spot,Position,1,37,
699.645,723.643,174.537,µm,Spot,Position,1,38,
829.755,767.233,171.805,µm,Spot,Position,1,39,
808.819,847.307,173.051,µm,Spot,Position,1,40,
824.163,831.759,185.657,µm,Spot,Position,1,41,
776.24,890.622,181.222,µm,Spot,Position,1,42,
845.769,1199.79,179,µm,Spot,Position,1,43,
860.306,1158.57,182.904,µm,Spot,Position,1,44,
1021.64,1168.68,181.935,µm,Spot,Position,1,45,
889.349,-787.77,197.866,µm,Spot,Position,1,46,
872.86,-808.596,204.135,µm,Spot,Position,1,47,
1012.56,-711.922,217.673,µm,Spot,Position,1,48,
757.474,-379.399,214.932,µm,Spot,Position,1,49,
766.557,-371.453,219.223,µm,Spot,Position,1,50,
776.276,-361.703,219.204,µm,Spot,Position,1,51,
827.34,-392.405,249.349,µm,Spot,Position,1,52,
796.664,-443.556,253.991,µm,Spot,Position,1,53,
683.451,-153.945,201.602,µm,Spot,Position,1,54,
730.166,-172.797,218.04,µm,Spot,Position,1,55,
715.207,-173.591,232.875,µm,Spot,Position,1,56,
813.688,-146.22,194.576,µm,Spot,Position,1,57,
821.613,-136.099,197.484,µm,Spot,Position,1,58,
819.373,-112.918,198.165,µm,Spot,Position,1,59,
837.423,-132.428,225.099,µm,Spot,Position,1,60,
751.45,-183.463,231.816,µm,Spot,Position,1,61,
768.161,-183.893,234.016,µm,Spot,Position,1,62,
839.304,-168.046,252.799,µm,Spot,Position,1,63,
1134.34,-164.078,193.743,µm,Spot,Position,1,64,
1388.27,-134.209,253.693,µm,Spot,Position,1,65,
797.639,-96.2007,194.199,µm,Spot,Position,1,66,
817.395,-50.0743,198.602,µm,Spot,Position,1,67,
798.986,-104.804,201.675,µm,Spot,Position,1,68,
793.37,-12.7824,213.089,µm,Spot,Position,1,69,
846.168,-106.369,224.476,µm,Spot,Position,1,70,
847.846,-91.8923,233.634,µm,Spot,Position,1,71,
804.622,-16.9116,233.847,µm,Spot,Position,1,72,
839.282,-69.6514,237.98,µm,Spot,Position,1,73,
834.567,-38.6072,253.173,µm,Spot,Position,1,74,
1106.6,-98.5003,202.246,µm,Spot,Position,1,75,
1230,-85.0126,192.884,µm,Spot,Position,1,76,
1188.4,-40.0326,193.471,µm,Spot,Position,1,77,
1163.19,-32.0412,194.293,µm,Spot,Position,1,78,
1184.82,8.60305,245.078,µm,Spot,Position,1,79,
1279.98,-79.8843,195.052,µm,Spot,Position,1,80,
1327.99,-57.2603,209.828,µm,Spot,Position,1,81,
1343.14,-43.9969,212.66,µm,Spot,Position,1,82,
1266.37,-14.0751,232.02,µm,Spot,Position,1,83,
1241.64,-50.6424,240.724,µm,Spot,Position,1,84,
1264.72,-81.2235,253.95,µm,Spot,Position,1,85,
1372.71,-47.8529,229.689,µm,Spot,Position,1,86,
1374.53,-63.6634,250.042,µm,Spot,Position,1,87,
1477.4,-109.696,249.777,µm,Spot,Position,1,88,
1484.86,-63.1319,248.33,µm,Spot,Position,1,89,
701.242,34.3003,234.982,µm,Spot,Position,1,90,
780.629,22.4799,254.525,µm,Spot,Position,1,91,
941.082,23.5311,203.439,µm,Spot,Position,1,92,
962.545,86.5425,221.375,µm,Spot,Position,1,93,
924.999,108.398,245.825,µm,Spot,Position,1,94,
960.914,32.9391,253.514,µm,Spot,Position,1,95,
1031.97,93.4513,193.363,µm,Spot,Position,1,96,
1051.14,51.3329,225.899,µm,Spot,Position,1,97,
1035.34,110.605,226.523,µm,Spot,Position,1,98,
1202.11,12.3446,237.556,µm,Spot,Position,1,99,
1352.77,67.799,238.061,µm,Spot,Position,1,100,
1450.4,20.6768,227.492,µm,Spot,Position,1,101,
1440.89,24.1371,226.448,µm,Spot,Position,1,102,
709.985,229.567,194.014,µm,Spot,Position,1,103,
700.228,200.522,202.356,µm,Spot,Position,1,104,
732.12,186.242,222.11,µm,Spot,Position,1,105,
719.205,218.985,237.722,µm,Spot,Position,1,106,
824.754,165.272,202.822,µm,Spot,Position,1,107,
778.173,209.336,233.076,µm,Spot,Position,1,108,
830.207,245.784,232.988,µm,Spot,Position,1,109,
829.132,178.329,237.217,µm,Spot,Position,1,110,
984.529,181.242,239.022,µm,Spot,Position,1,111,
686.46,263.357,231.27,µm,Spot,Position,1,112,
673.085,278.694,229.692,µm,Spot,Position,1,113,
693.737,367.517,250.374,µm,Spot,Position,1,114,
796.322,286.624,210.23,µm,Spot,Position,1,115,
833.518,363.539,221.908,µm,Spot,Position,1,116,
854.132,254.377,250.191,µm,Spot,Position,1,117,
