
Detailed
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
2044,-490.043,39.1481,µm,Spot,Position,1,0,
1985.27,-562,41.4635,µm,Spot,Position,1,1,
1990.63,-570.932,54.6546,µm,Spot,Position,1,2,
1998.51,-565.771,54.1494,µm,Spot,Position,1,3,
1987.67,-586.348,57.8612,µm,Spot,Position,1,4,
2061.97,-504.839,57.7317,µm,Spot,Position,1,5,
2052.63,-493.612,58.0356,µm,Spot,Position,1,6,
1884.82,-251.819,46.2168,µm,Spot,Position,1,7,
2078.8,-330.661,58.8465,µm,Spot,Position,1,8,
2106.6,-312.837,57.4335,µm,Spot,Position,1,9,
1625.61,-118.106,37.9841,µm,Spot,Position,1,10,
1635.52,-125.449,42.4306,µm,Spot,Position,1,11,
1818.18,-205.132,2,µm,Spot,Position,1,12,
1839.02,-184.163,2,µm,Spot,Position,1,13,
1813.83,-170.924,2,µm,Spot,Position,1,14,
1831.84,-168.095,2,µm,Spot,Position,1,15,
1823.52,-148.333,2,µm,Spot,Position,1,16,
1823.51,-138.888,2,µm,Spot,Position,1,17,
1819.46,-125.756,2,µm,Spot,Position,1,18,
1809.7,-117.935,2,µm,Spot,Position,1,19,
1790.59,-193.376,10.5056,µm,Spot,Position,1,20,
1800.83,-193.62,8.97415,µm,Spot,Position,1,21,
1779.4,-189.244,13.71,µm,Spot,Position,1,22,
1785.77,-202.872,18.2443,µm,Spot,Position,1,23,
1768.4,-185.286,18.3261,µm,Spot,Position,1,24,
1791.92,-133.644,17.7207,µm,Spot,Position,1,25,
1804.64,-164.12,26.8995,µm,Spot,Position,1,26,
1829.97,-177.163,30.1463,µm,Spot,Position,1,27,
1780.2,-128.409,29.9766,µm,Spot,Position,1,28,
1784.71,-164.011,35.0138,µm,Spot,Position,1,29,
1772.51,-202.058,37.4843,µm,Spot,Position,1,30,
1817.84,-178.215,40.846,µm,Spot,Position,1,31,
1761.93,-169.243,40.9005,µm,Spot,Position,1,32,
1730.58,-184.869,57.661,µm,Spot,Position,1,33,
1852.22,-221.071,2,µm,Spot,Position,1,34,
1855.73,-208.147,2,µm,Spot,Position,1,35,
1845.96,-196.162,2,µm,Spot,Position,1,36,
1875.87,-191.682,2,µm,Spot,Position,1,37,
1870.48,-174.003,2,µm,Spot,Position,1,38,
1854.73,-160.426,2,µm,Spot,Position,1,39,
1844.6,-155.546,2,µm,Spot,Position,1,40,
1843.85,-144.228,2,µm,Spot,Position,1,41,
1841.07,-131.231,2,µm,Spot,Position,1,42,
1864.68,-120.818,19.1343,µm,Spot,Position,1,43,
1881,-175.894,21.424,µm,Spot,Position,1,44,
1881.77,-130.47,29.7663,µm,Spot,Position,1,45,
1890.74,-117.608,44.3206,µm,Spot,Position,1,46,
1849.99,-161.429,51.161,µm,Spot,Position,1,47,
1881.38,-148.991,56.7372,µm,Spot,Position,1,48,
1865.5,-159.686,60.203,µm,Spot,Position,1,49,
2011.91,-182.684,51.3181,µm,Spot,Position,1,50,
1987.18,-177.436,49.8968,µm,Spot,Position,1,51,
2001.95,-169.78,48.2604,µm,Spot,Position,1,52,
2013.03,-198.117,59.4072,µm,Spot,Position,1,53,
2020.58,-137.391,60.6333,µm,Spot,Position,1,54,
1975.15,-135.852,61.0525,µm,Spot,Position,1,55,
1964.75,-117.711,63.1653,µm,Spot,Position,1,56,
1573.81,-79.6107,39.0098,µm,Spot,Position,1,57,
1562.41,-88.7066,41.2332,µm,Spot,Position,1,58,
1527.41,-67.8496,47.4336,µm,Spot,Position,1,59,
1520.51,-49.0628,47.6872,µm,Spot,Position,1,60,
1524.13,-40.2453,46.4278,µm,Spot,Position,1,61,
1497.3,-24.8087,51.3159,µm,Spot,Position,1,62,
1537.82,-80.035,52.7924,µm,Spot,Position,1,63,
1483.21,-9.16563,54.5604,µm,Spot,Position,1,64,
1515.46,-5.10325,52.6661,µm,Spot,Position,1,65,
1519.93,-81.0064,58.0676,µm,Spot,Position,1,66,
1487.96,-22.5824,57.4375,µm,Spot,Position,1,67,
1660.46,-97.3911,35.6098,µm,Spot,Position,1,68,
1641.36,-112.737,36.8095,µm,Spot,Position,1,69,
1672.34,-111.344,37.9158,µm,Spot,Position,1,70,
1607.19,-115.466,41.7966,µm,Spot,Position,1,71,
1708,-30.6622,53.4914,µm,Spot,Position,1,72,
1805.89,-99.4618,2,µm,Spot,Position,1,73,
1795.86,-84.0884,10.3578,µm,Spot,Position,1,74,
1784.54,-74.6633,14.3638,µm,Spot,Position,1,75,
1762.56,-63.1531,21.3353,µm,Spot,Position,1,76,
1773.99,-46.0727,23.3607,µm,Spot,Position,1,77,
1746.78,-28.8929,28.7053,µm,Spot,Position,1,78,
1742.82,-19.4232,31.1147,µm,Spot,Position,1,79,
1749.62,-12.6815,31.3985,µm,Spot,Position,1,80,
1730.06,-2.62901,30.8408,µm,Spot,Position,1,81,
1746.86,-108.665,42.3473,µm,Spot,Position,1,82,
1741.89,-89.2717,60.4242,µm,Spot,Position,1,83,
1960.11,-96.9084,46.1958,µm,Spot,Position,1,84,
1973.12,-99.8498,54.9942,µm,Spot,Position,1,85,
2047.44,-55.7907,54.504,µm,Spot,Position,1,86,
1579.22,95.7132,55.1646,µm,Spot,Position,1,87,
1481.11,15.2765,63.1777,µm,Spot,Position,1,88,
1597.68,63.7768,63.5183,µm,Spot,Position,1,89,
1688.04,72.9101,26.0732,µm,Spot,Position,1,90,
1695.04,90.9945,26.6115,µm,Spot,Position,1,91,
1668.51,96.9456,35.3338,µm,Spot,Position,1,92,
1717.65,16.6489,40.3385,µm,Spot,Position,1,93,
1686.61,39.4557,43.0442,µm,Spot,Position,1,94,
1667.55,64.8238,42.3254,µm,Spot,Position,1,95,
